Name,Rank,Affiliation,% Docs Cited,Web of Science Documents,Times Cited,Category Normalized Citation Impact,% Documents in Top 1%,% Documents in Top 10%,% Highly Cited Papers,Highly Cited Papers,% International Collaborations,Documents in Q1 Journals,Documents in Q2 Journals
"Bianchini, Valentina",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,100.0,0,0
"Bolognesi, E.",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,1
"Buccino, Silvia",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
"Pellesi, Roberta",144,IZS Lombardia e Emilia,100.0,1,3,0.397,0.0,0.0,0.0,0,100.0,0,0
"Tilola, M.",144,IZS Lombardia e Emilia,100.0,1,5,1.2278,0.0,0.0,0.0,0,0.0,0,1
"Dalzini, Elena",144,IZS Lombardia e Emilia,100.0,1,5,0.7925000000000001,0.0,0.0,0.0,0,0.0,1,0
"Alborali, Giovani Loris",144,IZS Lombardia e Emilia,100.0,1,3,0.5827,0.0,0.0,0.0,0,0.0,1,0
"Scali, F.",144,IZS Lombardia e Emilia,100.0,1,1,1.925,0.0,0.0,0.0,0,0.0,0,0
"Moretti, A.",144,IZS Lombardia e Emilia,100.0,1,13,1.9334,0.0,0.0,0.0,0,0.0,1,0
"Moreno Martin, Ana Maria",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
"Foglia, Efrem Alessandro",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
"Strano, Rosa Maria",144,IZS Lombardia e Emilia,100.0,1,9,2.5054000000000003,0.0,0.0,0.0,0,100.0,1,0
"Prati, Paola",144,IZS Lombardia e Emilia,100.0,1,1,0.5956,0.0,0.0,0.0,0,100.0,0,0
"Bassi, Stefano",144,IZS Lombardia e Emilia,100.0,1,1,0.2426,0.0,0.0,0.0,0,0.0,0,0
"Biancardi, A.",144,IZS Lombardia e Emilia,100.0,1,13,1.9334,0.0,0.0,0.0,0,0.0,1,0
"Donati, Matteo",144,IZS Lombardia e Emilia,100.0,1,2,2.1349,0.0,0.0,0.0,0,0.0,0,0
"Caprai, E.",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
"Ferrari, Elena",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
"Guberti, Vittorio",144,IZS Lombardia e Emilia,100.0,1,4,7.954000000000001,0.0,100.0,0.0,0,0.0,0,0
"Colella, Erika Molica",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
"Bobba, Marco",144,IZS Lombardia e Emilia,100.0,1,21,2.5717000000000003,0.0,100.0,0.0,0,0.0,1,0
"Garbarino, Chiara",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
"Defilippo, Francesco",144,IZS Lombardia e Emilia,100.0,1,7,6.0631,0.0,100.0,0.0,0,100.0,0,0
"Scarsi, Giada Simona",144,IZS Lombardia e Emilia,100.0,1,1,0.5956,0.0,0.0,0.0,0,100.0,0,0
"Filipello, V",144,IZS Lombardia e Emilia,100.0,1,5,1.2278,0.0,0.0,0.0,0,0.0,0,1
"Polloni, Alessia",144,IZS Lombardia e Emilia,100.0,1,2,3.7230000000000003,0.0,0.0,0.0,0,0.0,0,0
"Mazzera, Laura",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,1,0
"Varisco, Giorgio",144,IZS Lombardia e Emilia,100.0,1,5,0.7925000000000001,0.0,0.0,0.0,0,0.0,1,0
"Cinotti, Stefano",144,IZS Lombardia e Emilia,100.0,1,5,0.7925000000000001,0.0,0.0,0.0,0,0.0,1,0
"Montanari, S.",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,100.0,0,1
"Righi, F.",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
"Gibelli, Lucia",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0
"Bernini, Alba",144,IZS Lombardia e Emilia,100.0,1,3,1.5106000000000002,0.0,0.0,0.0,0,0.0,0,1
"Trogu, T.",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,100.0,0,1
"Borella, Laura",144,IZS Lombardia e Emilia,100.0,1,1,1.9885000000000002,0.0,0.0,0.0,0,0.0,0,0
"Tagliabue, Silvia",144,IZS Lombardia e Emilia,100.0,1,2,1.1912,0.0,0.0,0.0,0,0.0,0,0
"Terrini, Alessia",144,IZS Lombardia e Emilia,0.0,1,0,0.0,0.0,0.0,0.0,0,100.0,0,0
"Cappa, V.",144,IZS Lombardia e Emilia,100.0,1,1,1.4099000000000002,0.0,0.0,0.0,0,100.0,0,0

Filter Summary:
Dataset: InCites Dataset + ESCI
Schema:  Web of Science
"Time Period:  [2018, 2020]"
Affiliated Organization:  [IZS Lombardia e Emilia]

"Exported date  Mar 22, 2021. "
"InCites dataset updated  2021-02-26. Includes Web of Science content indexed through 2021-01-31. "
